"Study ID",Sample,"Lane Name",Cycles,Reads,Bases,"Map Type",Reference,"Reference Size",Mapper,"Mapstats ID","Mapped %","Paired %","Mean Insert Size","Depth of Coverage","Depth of Coverage sd","Adapter %","Transposon %","Genome Covered","Duplication Rate","Error Rate","NPG QC","Manual QC","No. Het SNPs","% Het SNPs (Total Genome)","% Het SNPs (Genome Covered)","% Het SNPs (Total No. of SNPs)","QC Pipeline","Mapping Pipeline","Archiving Pipeline","SNP Calling Pipeline","RNASeq Pipeline","Assembly Pipeline","Annotation Pipeline"
5341,DASSIM7486821,26141_1#144,151,2380516,359457916,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168739,74.8,74.4,465.2,57.93,23.19,0.1,NA,93.34,0.0331,0.006,pass,pending,65,0.00,0.00,1.59,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486822,26141_1#145,151,2526138,381446838,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168742,81.3,80.5,454.7,66.72,32.97,0.1,NA,89.77,0.0344,0.012,pass,pending,268,0.01,0.01,1.41,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486823,26141_1#146,151,3118554,470901654,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168745,82.0,81.5,446.3,83.16,32.84,0.1,NA,93.71,0.0281,0.006,pass,pending,217,0.00,0.01,3.90,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486824,26141_1#147,151,2945906,444831806,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168748,78.3,77.8,430,75.00,31.12,0.1,NA,93.69,0.0307,0.006,pass,pending,219,0.00,0.01,4.18,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486825,26141_1#148,151,3126688,472129888,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168751,75.5,74.8,433,76.76,33.20,0.1,NA,92.17,0.0301,0.015,pass,pending,237,0.01,0.01,0.91,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486826,26141_1#149,151,2932708,442838908,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168754,83.5,82.7,452.3,79.60,47.28,0.1,NA,90.41,0.0274,0.011,pass,pending,123,0.00,0.00,0.72,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486828,26141_1#150,151,2711454,409429554,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168757,67.7,67.0,464.5,59.68,34.96,0.1,NA,85.96,0.0254,0.026,pass,pending,66,0.00,0.00,0.22,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486829,26141_1#151,151,2782566,420167466,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168760,64.5,63.8,446.8,58.32,33.16,0.1,NA,86.38,0.0263,0.025,pass,pending,108,0.00,0.00,0.37,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486830,26141_1#152,151,2800876,422932276,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168763,80.9,80.3,443.8,73.68,30.76,0.2,NA,93.10,0.0279,0.014,pass,pending,104,0.00,0.00,0.43,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486831,26141_1#153,151,2511980,379308980,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168766,69.8,69.1,462,57.00,32.07,0.1,NA,86.61,0.0325,0.026,pass,pending,61,0.00,0.00,0.17,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486832,26141_1#154,151,2692684,406595284,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168769,75.2,74.5,472.1,65.80,27.64,0.1,NA,92.57,0.0241,0.016,pass,pending,81,0.00,0.00,0.34,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486833,26141_1#155,151,2758682,416560982,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168772,75.8,75.2,440.7,68.04,31.36,0.1,NA,92.59,0.0281,0.015,pass,pending,184,0.00,0.00,0.77,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486834,26141_1#156,151,2724124,411342724,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168775,64.7,64.1,448.6,57.32,33.00,0.1,NA,86.32,0.0263,0.026,pass,pending,99,0.00,0.00,0.35,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486835,26141_1#157,151,2913560,439947560,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168778,83.4,82.8,442,79.00,32.76,0.1,NA,93.22,0.0272,0.014,pass,pending,118,0.00,0.00,0.47,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486836,26141_1#158,151,2469106,372835006,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168781,71.0,70.3,461.6,57.00,28.02,0.1,NA,90.33,0.0325,0.024,pass,pending,213,0.00,0.01,0.59,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486837,26141_1#159,151,2612406,394473306,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168784,76.5,75.8,448.7,64.98,35.37,0.1,NA,92.06,0.0356,0.009,pass,pending,113,0.00,0.00,1.12,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486838,26141_1#160,151,2488224,375721824,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168787,67.8,67.1,464.6,54.87,31.68,0.1,NA,85.09,0.0323,0.026,pass,pending,92,0.00,0.00,0.26,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486840,26141_1#161,151,2561936,386852336,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168790,82.3,81.7,456.6,68.58,31.23,0.1,NA,92.01,0.0348,0.008,pass,pending,125,0.00,0.00,1.21,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486841,26141_1#162,151,2747482,414869782,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168793,80.5,80.0,459.4,71.96,28.36,0.1,NA,94.36,0.0260,0.010,pass,pending,109,0.00,0.00,1.05,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486842,26141_1#163,151,2571936,388362336,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168796,69.9,69.3,445.5,58.47,25.29,0.1,NA,95.84,0.0341,0.018,pass,pending,30181,0.65,0.69,78.87,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486843,26141_1#164,151,2798284,422540884,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168799,82.1,81.5,437.6,74.64,37.96,0.1,NA,89.28,0.0276,0.011,pass,pending,211,0.00,0.01,1.22,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486844,26141_1#165,151,2598602,392388902,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168802,82.4,81.8,444.6,69.63,34.80,0.1,NA,89.30,0.0336,0.011,pass,pending,233,0.01,0.01,1.21,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486846,26141_1#166,151,2627536,396757936,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168805,67.3,66.6,450.6,57.48,33.09,0.1,NA,86.31,0.0322,0.026,pass,pending,69,0.00,0.00,0.19,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486847,26141_1#167,151,2730274,412271374,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168808,2.0,1.8,440.9,1.24,10.40,0.2,NA,3.83,0.0148,0.032,pass,pending,14,0.00,0.00,4.96,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486848,26141_1#168,151,2508628,378802828,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168811,68.8,68.1,456.6,56.07,32.25,0.1,NA,85.09,0.0319,0.025,pass,pending,97,0.00,0.00,0.27,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486849,26141_1#169,151,2599752,392562552,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168814,82.4,81.7,454.8,69.63,32.07,0.1,NA,91.57,0.0337,0.008,pass,pending,130,0.00,0.00,1.25,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486850,26141_1#170,151,2836536,428316936,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168817,85.3,84.7,451.5,78.72,33.52,0.1,NA,93.17,0.0253,0.014,pass,pending,127,0.00,0.00,0.51,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486851,26141_1#171,151,2665890,402549390,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168820,83.7,83.2,450.2,72.60,31.08,0.1,NA,93.85,0.0254,0.014,pass,pending,313,0.01,0.01,1.32,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486852,26141_1#172,151,2625730,396485230,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168823,67.9,67.1,452.7,57.93,32.37,0.1,NA,86.34,0.0330,0.026,pass,pending,77,0.00,0.00,0.21,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486853,26141_1#173,151,2635818,398008518,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168826,69.7,69.0,449.3,59.70,33.48,0.1,NA,86.41,0.0333,0.026,pass,pending,74,0.00,0.00,0.20,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486854,26141_1#174,151,2468298,372712998,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168829,69.6,68.9,458.6,55.86,30.93,0.1,NA,86.92,0.0312,0.026,pass,pending,83,0.00,0.00,0.23,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486855,26141_1#175,151,2342180,353669180,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168832,86.6,86.0,457.5,65.94,24.72,0.1,NA,94.16,0.0311,0.010,pass,pending,168,0.00,0.00,1.09,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486856,26141_1#176,151,2623338,396124038,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168835,83.6,83.1,451.5,71.31,29.19,0.1,NA,92.87,0.0333,0.009,pass,pending,138,0.00,0.00,1.11,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486857,26141_1#177,151,2533106,382499006,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168838,75.5,74.8,461.2,62.22,30.09,0.1,NA,89.45,0.0329,0.024,pass,pending,88,0.00,0.00,0.23,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486858,26141_1#178,151,2838674,428639774,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168841,83.1,82.5,452.5,76.68,35.96,0.1,NA,92.10,0.0256,0.009,pass,pending,144,0.00,0.00,1.53,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486859,26141_1#179,151,2408296,363652696,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168844,88.7,88.1,466.6,69.45,26.76,0.1,NA,94.17,0.0320,0.007,pass,pending,113,0.00,0.00,1.98,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486860,26141_1#180,151,2830300,427375300,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168847,75.9,75.3,435.2,69.88,34.44,0.1,NA,89.27,0.0276,0.024,pass,pending,90,0.00,0.00,0.27,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486861,26141_1#181,151,2815468,425135668,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168850,83.5,83.0,446.6,76.48,32.08,0.1,NA,92.76,0.0267,0.014,pass,pending,113,0.00,0.00,0.46,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486862,26141_1#182,151,2571958,388365658,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168853,89.1,88.6,456.1,74.55,29.16,0.1,NA,93.68,0.0326,0.007,pass,pending,106,0.00,0.00,1.77,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486863,26141_1#183,151,2564524,387243124,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168856,83.1,82.5,453.7,69.27,26.94,0.1,NA,93.84,0.0325,0.007,pass,pending,227,0.00,0.01,3.89,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486864,26141_1#184,151,2609024,393962624,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168859,83.0,82.5,456,70.47,28.92,0.1,NA,91.84,0.0329,0.016,pass,pending,129,0.00,0.00,0.44,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486865,26141_1#185,151,2457242,371043542,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168862,77.1,76.5,453.3,61.65,23.73,0.1,NA,96.72,0.0327,0.015,pass,pending,32536,0.70,0.73,89.52,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486866,26141_1#186,151,2741104,413906704,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168865,72.6,71.9,449.2,64.68,33.68,0.1,NA,89.40,0.0254,0.024,pass,pending,157,0.00,0.00,0.49,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486867,26141_1#187,151,2366282,357308582,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168868,84.3,83.8,458.2,64.92,25.11,0.2,NA,94.04,0.0330,0.007,pass,pending,114,0.00,0.00,2.03,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486868,26141_1#188,151,2801798,423071498,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168871,70.2,69.6,439.1,63.92,28.96,0.1,NA,95.64,0.0273,0.019,pass,pending,22432,0.48,0.51,71.98,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486869,26141_1#189,151,2839846,428816746,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168874,70.3,69.6,439.8,64.92,32.96,0.1,NA,89.90,0.0276,0.024,pass,pending,147,0.00,0.00,0.47,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486870,26141_1#190,151,2707466,408827366,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168877,69.8,69.1,444.4,61.48,31.00,0.1,NA,89.92,0.0267,0.024,pass,pending,149,0.00,0.00,0.50,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486871,26141_1#191,151,2567560,387701560,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168880,69.5,68.8,449.6,58.02,27.54,0.1,NA,90.60,0.0337,0.023,pass,pending,215,0.00,0.01,0.59,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486872,26141_1#192,151,2576724,389085324,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168883,78.6,77.7,453.1,65.85,30.90,0.1,NA,90.28,0.0339,0.015,pass,pending,180,0.00,0.00,0.65,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486873,26141_1#193,151,2511008,379162208,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168886,72.9,72.0,451.6,59.52,29.52,0.1,NA,90.27,0.0337,0.015,pass,pending,162,0.00,0.00,0.61,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486874,26141_1#194,151,2737888,413421088,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168889,69.2,68.5,451.3,61.60,35.92,0.1,NA,84.80,0.0270,0.025,pass,pending,77,0.00,0.00,0.25,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486875,26141_1#195,151,2605552,393438352,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168892,81.2,80.5,445.3,68.85,30.81,0.1,NA,93.46,0.0349,0.009,pass,pending,129,0.00,0.00,1.24,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486876,26141_1#196,151,2499768,377464968,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168895,83.2,82.6,454.1,67.62,27.09,0.1,NA,94.39,0.0348,0.011,pass,pending,172,0.00,0.00,0.97,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486877,26141_1#197,151,2469704,372925304,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168898,68.9,68.2,448.8,55.35,31.98,0.1,NA,84.99,0.0323,0.025,pass,pending,92,0.00,0.00,0.26,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486878,26141_1#198,151,2518560,380302560,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168901,67.7,67.0,455.2,55.47,32.31,0.1,NA,84.90,0.0322,0.025,pass,pending,196,0.00,0.01,0.55,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486879,26141_1#199,151,2515270,379805770,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168904,67.2,66.5,463.7,54.93,32.28,0.1,NA,84.97,0.0315,0.026,pass,pending,180,0.00,0.00,0.51,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486881,26141_1#200,151,2531316,382228716,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168907,66.6,66.0,447.2,54.81,32.04,0.1,NA,84.94,0.0333,0.025,pass,pending,202,0.00,0.01,0.57,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486882,26141_1#201,151,2824576,426510976,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168910,83.8,83.2,443.6,76.96,32.32,0.1,NA,92.77,0.0270,0.014,pass,pending,128,0.00,0.00,0.51,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486883,26141_1#202,151,3217438,485833138,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168913,64.0,63.4,422.2,66.92,37.64,0.1,NA,85.60,0.0297,0.026,pass,pending,160,0.00,0.00,0.48,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486884,26141_1#203,151,2749594,415188694,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168916,77.7,77.2,438.5,69.52,28.56,0.1,NA,93.85,0.0291,0.006,pass,pending,217,0.00,0.01,4.38,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486885,26141_1#204,151,3129412,472541212,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168919,77.8,77.2,438.1,79.20,40.32,0.1,NA,89.13,0.0291,0.011,pass,pending,231,0.00,0.01,1.29,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486886,26141_1#205,151,3025174,456801274,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168922,78.4,77.8,440.2,77.12,39.68,0.1,NA,89.09,0.0284,0.011,pass,pending,210,0.00,0.01,1.19,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486888,26141_1#206,151,2601290,392794790,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168925,70.1,69.3,450.7,59.25,29.58,0.1,NA,89.93,0.0344,0.024,pass,pending,166,0.00,0.00,0.46,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486889,26141_1#207,151,2775198,419054898,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168928,90.8,90.2,450.6,81.92,32.88,0.1,NA,93.78,0.0276,0.007,pass,pending,81,0.00,0.00,1.48,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486890,26141_1#208,151,2566884,387599484,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168931,79.4,78.8,449.5,66.24,33.48,0.1,NA,93.90,0.0351,0.006,pass,pending,102,0.00,0.00,2.03,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486892,26141_1#209,151,2301124,347469724,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168934,83.3,82.6,461.8,62.34,26.31,0.1,NA,93.20,0.0317,0.015,pass,pending,119,0.00,0.00,0.47,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486894,26141_1#210,151,2808558,424092258,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168937,66.9,66.2,454.7,61.04,31.24,0.1,NA,90.38,0.0251,0.024,pass,pending,194,0.00,0.00,0.66,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486895,26141_1#211,151,2531036,382186436,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168940,62.0,61.4,449.5,51.06,29.46,0.1,NA,86.51,0.0337,0.026,pass,pending,128,0.00,0.00,0.39,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486896,26141_1#212,151,2686196,405615596,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168943,82.5,81.8,460.4,72.08,37.44,0.1,NA,89.04,0.0253,0.012,pass,pending,217,0.00,0.01,1.28,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486897,26141_1#213,151,2875402,434185702,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168946,83.0,82.5,451.7,77.64,31.20,0.1,NA,93.60,0.0279,0.006,pass,pending,172,0.00,0.00,3.25,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486898,26141_1#214,151,2691928,406481128,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168949,75.8,75.1,450.1,66.40,32.16,0.1,NA,90.75,0.0281,0.015,pass,pending,277,0.01,0.01,1.22,Done,Done,Done,Done,-,Done,Done
5341,DASSIM7486899,26141_1#215,151,2775668,419125868,QC,Escherichia_coli_K_12_substr_MG1655_TMP32XR1_GCF_001308125_1,4641684,bwa,2168952,76.5,75.8,441.5,69.00,35.32,0.1,NA,88.78,0.0288,0.024,pass,pending,76,0.00,0.00,0.23,Done,Done,Done,Done,-,Done,Done
