"name","Col","IncA_C","IncB","IncFIA","IncFIB","IncFIC","IncFII","IncHI1","IncHI2","IncI1","IncI2","IncL","IncN","IncR","IncX1","IncX2","IncX3","IncX4","IncY"
"28099_1_302",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_303",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_305",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_306",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_309",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_31",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_311",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_313",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_314",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_315",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"28099_1_317",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"28099_1_318",1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"28099_1_319",1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"28099_1_322",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_323",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"28099_1_325",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_326",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_327",1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"28099_1_329",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_330",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_331",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_333",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_334",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_335",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_337",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_338",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_339",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_341",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_342",1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"28099_1_343",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_345",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_346",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_347",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"28099_1_35",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"28099_1_350",1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"28099_1_351",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_353",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_354",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_355",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"28099_1_357",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_358",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_359",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_361",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_362",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_365",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_366",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_367",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_370",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"28099_1_371",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_373",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_374",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_375",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_377",1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"28099_1_378",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_379",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_38",1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"28099_1_381",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_382",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_383",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_39",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_41",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_42",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_46",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"28099_1_47",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_49",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_50",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"28099_1_51",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_53",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"28099_1_54",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_55",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"28099_1_57",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_58",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_59",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_61",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"28099_1_62",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"28099_1_63",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"28099_1_65",1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"28099_1_66",1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"28099_1_69",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_7",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_70",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_71",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_73",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_74",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_75",1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"28099_1_77",1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"28099_1_78",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_79",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_81",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_82",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_83",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_85",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_86",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"28099_1_87",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_89",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_1_90",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_91",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_93",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_94",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"28099_1_95",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28099_1_98",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"28099_1_99",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_101",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_105",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_109",0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"28099_2_113",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_117",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_12",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_121",1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"28099_2_126",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"28099_2_130",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"28099_2_138",1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"28099_2_142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"28099_2_146",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_150",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_2_154",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_158",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_16",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_162",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_166",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_170",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_174",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_178",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"28099_2_182",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_186",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"28099_2_190",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_194",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_198",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"28099_2_206",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_210",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_215",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_219",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_223",1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"28099_2_227",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"28099_2_231",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"28099_2_235",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_239",1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"28099_2_24",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_247",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_251",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"28099_2_255",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_259",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_263",1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"28099_2_283",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_287",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_291",0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"28099_2_295",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_299",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"28099_2_3",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"28099_2_304",0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"28099_2_308",1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"28099_2_316",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_32",1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"28099_2_320",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_36",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"28099_2_40",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_44",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_48",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_56",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_60",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_64",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"28099_2_76",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_8",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_80",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28099_2_84",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28099_2_88",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"28099_2_92",1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"28099_2_96",1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"28099_2_97",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
