"","Aac3_IIa","Aac3_IId","Aac6Ib_cr","AadA16","AadA1","AadA1_pm","AadA17","AadA2","AadA24","AadA5","AmpC1","AmpC2","AMPH","Aph3","Arr2","Arr3","CARB_2","Cat_pC221","CatA1","CatA2","CatB3","CatB4","CmlA1","CmlA5","CMY_42","CMY_94","CTX_M_1","CTX_M_15","CTX_M_3","CTX_M_55","CTX_M_14","CTX_M_16","CTX_M_27","CTX_M_65","CTX_M_9","DfrA12","DfrA1","DfrA15","DfrA16","DfrA27","DfrA14","DfrA30","DfrA5","DfrA17","DfrA8","ErmB","FloR","FosA","LAP_2","MefB","MphA","MrdA","NDM_5","OXA_1","OXA_10","QepA","Qnr_S1","QnrS2","QnrB1","QnrB19","QnrB6","RmtB","Sat_2A","SHV_12","StrA","StrB","SulI","SulII","SulIII","TEM_135","TEM_33","TEM_90","TetA","TetB","TetD","TEM_1","GyrA","GyrB","ParC","ParE"
"Aac3_IIa",NA,3.79968932745666e-14,6.08550763603609e-31,1,0.000777309643902003,0.169133192389006,0.0533696712676984,8.62393922189655e-05,1,9.06306958128824e-13,0.392381882659476,1,1,0.524666878357851,0.169133192389006,1,1,1,0.0550734654869191,0.309958075034937,0.0907023672405436,7.42627438019708e-40,0.0081262407254146,0.169133192389006,1,0.00290824891321544,1,3.04509274485713e-14,0.141533882988781,1,0.0907023672405436,0.608048929482644,2.32210359565818e-06,1,0.0864976008911748,0.00137227043912732,6.87834166926953e-06,0.169133192389006,1,1,8.50274867421074e-05,1,0.309958075034937,6.23425964307555e-12,0.282846058936813,0.368191401682726,0.000647019704720941,0.00778070340570604,0.169133192389006,1,5.64455427045323e-08,1,1,2.48397252085365e-29,0.169133192389006,0.0126153608930192,0.000259090501921556,1,1,1,1,1,2.0505702269903e-06,0.0127936194350081,0.00345065131416887,0.40166860718366,1.63099789172967e-07,0.172209004861837,0.0047751330927702,1,1,1,0.00863092901148538,0.0359845856956739,0.608048929482644,0.00803574011410958,2.36758043063619e-06,1,7.878038906842e-13,6.2111602369979e-07
"Aac3_IId",3.79968932745666e-14,NA,1.82336570672604e-08,0.501818540151217,0.138419759690351,1,0.874046408763931,0.143237152831588,1,1.71701430337178e-06,0.479450395736803,1,1,1,1,1,1,1,0.694951291088401,0.501818540151217,2.0689511690173e-08,0.000447078033653354,0.000567286781770679,1,0.293868921775899,8.12395004114414e-21,1,3.57826586527234e-15,0.0134401268738537,1,0.171949508149375,0.000169740739228659,7.426554865486e-10,1,0.167980541879543,0.019956743970967,0.783670220443812,1,1,0.501818540151217,2.72150393580453e-06,0.293868921775899,1,1.82373537292933e-08,0.828337031951289,0.0639971452917592,0.186803538282806,0.000942950357264071,1,1,2.93225832430894e-10,1,0.293868921775899,1.84740658123308e-06,1,0.238838369769963,3.04287417668319e-08,1,0.0859193034005806,1,0.501818540151217,1,0.475068343417674,0.00018590563503018,0.00120036790550536,0.170485933163286,0.00109198633805459,0.036877470005517,0.000591995417892411,1,1,0.0859193034005806,7.61824727053023e-07,9.4753876471748e-09,1,4.06955996051476e-29,2.74060154027722e-12,1,6.09844740403037e-06,3.48010940271481e-07
"Aac6Ib_cr",6.08550763603609e-31,1.82336570672604e-08,NA,0.131741140215717,1.4137247114101e-13,1,0.000433796923774103,1.03517561277079e-12,0.536209553158706,2.06534124135154e-42,0.000309865748421111,1,1,0.624140551279179,1,0.363636363636364,1,1,1,0.536209553158706,2.00797516908369e-08,1.77125163727885e-88,3.25468592035587e-05,1,0.363636363636364,9.14971355842709e-20,0.536209553158706,2.30022984421814e-37,0.00296650648982307,1,0.00812175337473911,0.0518268445795287,1.63498484539661e-13,1,0.00823592203121063,4.18343624166817e-11,2.35408463896417e-12,0.363636363636364,1,0.131741140215717,1.79281504336945e-16,1,0.536209553158706,1.13007608872528e-43,0.533998861720286,0.0297281777269439,0.0258199828843673,5.7458134543489e-05,1,1,1.85034825054177e-18,1,0.363636363636364,1.15803471450386e-103,1,1.46842248697764e-06,1.07646004233505e-12,1,0.536209553158706,0.536209553158706,0.131741140215717,1,2.41682846535869e-12,7.72436429286114e-06,4.53276887829837e-07,0.192639578637452,6.05420097000285e-13,0.0211123035678175,1.88368568958285e-05,1,1,0.536209553158706,7.01208009919456e-06,2.80632026387948e-10,0.0518268445795287,0.00439495265801123,2.05236245618703e-21,0.536209553158706,9.83116315298078e-41,1.81857866011319e-37
"AadA16",1,0.501818540151217,0.131741140215717,NA,1,1,1,1,1,0.223743146880712,0.421112982405848,1,1,1,1,0.00422832980972516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.95832586806179e-06,1,1,1,1,1,1,1,1,1,1,0.0987745010212494,1,1,0.521786648511124,1,1,1,1,1,1,8.95832586806179e-06,1,1,1,0.281542265381448,0.181406098828249,0.540975382520512,0.1504819579317,1,1,1,1,0.165979861683448,1,1,1,1,1,0.532823305980579,0.500573332855556
"AadA1",0.000777309643902003,0.138419759690351,1.4137247114101e-13,1,NA,1,2.70429960355837e-06,1.911061756118e-11,1,2.64677644563536e-24,0.0336132549155946,1,1,1,1,1,0.209302325581395,0.209302325581395,0.883684893226673,1,0.218974785965152,7.5787953480296e-12,7.72624774698006e-20,1,1,0.000363764891386414,0.375147812376823,0.070432752240213,2.52154571636558e-07,1,8.50360840292242e-07,0.353917035791214,4.08817895702606e-06,0.209302325581395,3.56700912010903e-05,1.89251692480288e-05,1.5110747921166e-43,0.209302325581395,0.209302325581395,1,0.00895647440314202,1,0.0434568387859676,8.12074538282271e-26,0.622833259459221,0.214772581328734,0.351636968725574,3.20579444966635e-17,1,0.209302325581395,2.2916168173996e-15,1,1,3.70342035601111e-08,1,0.000218198556411907,0.11666493052779,0.209302325581395,1,1,1,0.209302325581395,2.69573394914215e-41,1,0.15557056161934,0.0845570287248078,3.26261089812662e-09,1.76479317434481e-05,1.27771690311533e-20,0.209302325581395,1,1,0.0111594548790331,0.733292338949663,0.00539504043699654,0.0365508538850557,8.57620424525967e-06,0.0434568387859676,5.56133165549731e-25,1.90706231083755e-10
"AadA1_pm",0.169133192389006,1,1,1,1,NA,1,0.219873150105709,1,0.47357293868922,1,1,1,1,0.00211416490486258,1,1,1,1,0.00422832980972516,1,0.306553911205074,1,0.00211416490486258,1,1,1,1,1,1,1,1,1,1,1,0.186046511627907,1,1,1,1,0.217758985200845,1,1,0.45877378435518,1,1,1,1,0.00211416490486258,1,1,1,1,0.393234672304439,0.00211416490486258,0.0993657505285418,0.120507399577167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.408033826638477,0.446088794926001,1,1,1,1,1,0.471458773784355
"AadA17",0.0533696712676984,0.874046408763931,0.000433796923774103,1,2.70429960355837e-06,1,NA,2.34069261483531e-41,1,2.99831662580838e-12,8.66190096950606e-06,1,1,1,1,1,1,1,1.42562726914081e-11,0.211756906869244,0.238502291481754,0.00257152018594197,0.231987420372513,1,1,0.0456677618543337,1,3.94714957574854e-05,0.384028879380228,1,0.707300498905573,1,1.23946229160231e-14,1,0.236665582371582,9.71427872484536e-42,0.0282847209498784,1,1,1,0.115674445017938,1,1,6.10751725080454e-13,1,0.00131010427083598,1,0.347657768237879,1,1,3.96257106203407e-07,1,1,0.00029544267538348,1,2.85883095837237e-37,0.00121774238987114,1,1,1,1,1,0.0131436789577173,0.099783011512981,0.420063289955161,1,1.91521582028842e-11,1,0.232170709977894,1,1,1,9.66848264375311e-05,5.7107880649163e-07,0.179404268798761,1,8.41071089673403e-06,1,1.60037753461339e-05,2.97701157355279e-10
"AadA2",8.62393922189655e-05,0.143237152831588,1.03517561277079e-12,1,1.911061756118e-11,0.219873150105709,2.34069261483531e-41,NA,1,2.65851210247716e-25,0.363077356373537,1,1,0.580519598245684,0.219873150105708,1,0.219873150105708,0.219873150105708,1.16654793291733e-05,0.0479807933493389,0.137416133886843,6.60841194608942e-10,2.67737429523394e-21,0.219873150105708,1,0.000208021353356334,1,7.37851612072137e-09,4.60175974562334e-07,1,1.11182229560332e-07,0.35612262966328,1.27584561278231e-06,0.219873150105708,0.214504974899189,1.14411361324639e-79,0.0669856606276383,1,0.219873150105708,1,0.0102153566542926,1,1,7.28312356941079e-27,0.229431019964572,0.0277794489887746,0.346862409561434,2.11920900929513e-18,0.219873150105708,0.219873150105708,0.189387103596276,1,1,9.17237650367736e-13,0.219873150105708,1.36306644146067e-27,6.63315527088221e-05,0.219873150105708,1,1,1,0.219873150105708,0.0403010414471564,0.0250286774605775,0.0640702028049231,0.131063570445479,2.97427901857369e-08,2.59890927738144e-07,6.7205712883744e-20,0.219873150105708,1,1,0.000655784043098019,0.0137842416982538,0.182476652373363,0.140517465733603,0.697610500178582,0.391765506862077,0.00561178251413929,0.436425358965586
"AadA24",1,1,0.536209553158706,1,1,1,1,1,NA,0.223743146880712,1,1,1,1,1,1,1,1,0.0327426810477658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0248593542838714,1,1,1,0.388459884616763,1,1,0.209947325043896,0.107025119145733,1,1,1,1,1,0.5312466406278,1,1,0.154127996560003,1,1,1,1,1,1,1,1,0.0210162324864729,1,0.281542265381448,1,0.12566739527717,1,1,1,1,1,0.515892070089942,0.504765829361808,1,1,1,1,0.532823305980579,0.221745440212133
"AadA5",9.06306958128824e-13,1.71701430337178e-06,2.06534124135154e-42,0.223743146880712,2.64677644563536e-24,0.47357293868922,2.99831662580838e-12,2.65851210247716e-25,0.223743146880712,NA,0.747497772346588,1,1,1,0.473572938689218,0.473572938689218,0.473572938689218,0.473572938689218,0.00405846743555994,0.223743146880711,0.000289445221174933,1.3364177909448e-35,1.08898130545915e-05,0.473572938689218,1,4.51996233720079e-12,0.223743146880711,0.0310801926303981,0.000506160825646629,0.473572938689218,0.0805871970361408,0.0158405660052974,1,1,0.000123367024045225,6.4142475923257e-24,1.81332207277597e-21,1,0.473572938689218,0.223743146880711,7.67592357882077e-14,1,0.223743146880711,1.92282127547524e-124,0.547996130058108,0.318856689538812,0.21971412203541,2.09043493352864e-05,0.473572938689218,1,1.00417223811588e-40,1,1,2.16540654263957e-30,0.473572938689218,4.50071873714868e-10,1.94024366303101e-17,0.473572938689218,0.223743146880711,0.223743146880711,0.223743146880711,1,1.27968965808926e-20,0.0140831013063219,0.00301718709722188,0.00740701657710076,1.09331811742096e-30,0.000453001296275694,5.63330045797741e-06,1,0.473572938689218,0.223743146880711,0.30407492576996,0.00166288726809109,0.263910845978076,0.108367191010221,4.23674414215157e-26,1,1.04075941937163e-30,1.59417858873806e-10
"AmpC1",0.392381882659476,0.479450395736803,0.000309865748421111,0.421112982405848,0.0336132549155946,1,8.66190096950606e-06,0.363077356373537,1,0.747497772346588,NA,1,1,0.576847894299068,1,0.238900634249472,0.238900634249472,1,2.48700767051969e-06,1,0.0167562320456497,0.0139231787920209,0.00569248974627022,1,1,6.80464678128554e-05,1,0.206181595256522,0.0274572921888272,1,0.0167562320456497,0.205236665982352,0.0304141294868468,1,0.0163685003731908,0.889915262881808,0.00179413911856747,1,0.238900634249472,0.421112982405848,1,1,0.421112982405848,1,0.00132537175251435,0.122910100187278,0.343409792359576,0.000815223888081062,1,1,0.564284323339739,1,1,4.99227584314593e-06,1,2.1220553622591e-06,0.740521869812127,1,0.056688286093095,0.056688286093095,0.421112982405848,1,0.000350265941008797,0.812872997345291,0.371469169081378,0.586076800812835,0.0720242592428456,0.317767162223156,0.00347975560226386,1,1,0.056688286093095,6.09124028532256e-06,7.18429630320671e-12,1,0.825695597730829,0.0568621037540353,1,0.180866097997899,3.23742203454335e-28
"AmpC2",1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"AMPH",1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Aph3",0.524666878357851,1,0.624140551279179,1,1,1,1,0.580519598245684,1,1,0.576847894299068,1,1,NA,1,1,1,1,0.553143253529828,1,1,1,1,1,1,1,1,1,1,1,1,1,0.524666878357851,1,1,1,0.499914852806197,1,1,1,0.581157039644285,1,1,0.62853065784346,1,0.0741940489589952,1,1,1,1,0.593624272919376,1,1,0.647836922077444,1,0.342973557076176,1,1,1,1,1,1,0.468950587739262,1,1,1,0.617999949719742,1,1,1,1,1,0.648560867469549,0.132148927968227,1,0.644263738105647,0.577078016075047,1,0.301761093960889,1
"Arr2",0.169133192389006,1,1,1,1,0.00211416490486258,1,0.219873150105708,1,0.473572938689218,1,1,1,1,NA,1,1,1,1,0.00422832980972516,1,0.306553911205074,1,0.00211416490486258,1,1,1,1,1,1,1,1,1,1,1,0.186046511627907,1,1,1,1,0.217758985200845,1,1,0.45877378435518,1,1,1,1,0.00211416490486258,1,1,1,1,0.393234672304439,0.00211416490486258,0.0993657505285418,0.120507399577167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.408033826638477,0.446088794926001,1,1,1,1,1,0.471458773784355
"Arr3",1,1,0.363636363636364,0.00422832980972516,1,1,1,1,1,0.473572938689218,0.238900634249472,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00422832980972516,1,1,1,0.45877378435518,1,1,1,1,1,1,0.315010570824525,1,1,1,1,1,1,1,1,1,0.00422832980972516,1,1,1,0.152219873150105,0.0951374207188165,1,0.0782241014799161,1,1,1,1,0.408033826638477,0.446088794926001,1,0.389006342494716,1,1,1,1
"CARB_2",1,1,1,1,0.209302325581395,1,1,0.219873150105708,1,0.473572938689218,0.238900634249472,1,1,1,1,1,NA,1,1,1,1,1,0.0613107822410145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00211416490486258,1,0.217758985200845,1,1,0.45877378435518,1,1,1,1,1,1,0.315010570824525,1,1,1,1,1,0.120507399577167,1,1,1,1,1,1,1,1,1,0.355179704016912,1,0.0634249471458769,1,1,1,0.408033826638477,0.446088794926001,1,1,0.236786469344608,1,0.369978858350954,1
"Cat_pC221",1,1,1,1,0.209302325581395,1,1,0.219873150105708,1,0.473572938689218,1,1,1,1,1,1,1,NA,1,1,1,1,0.0613107822410145,1,1,1,1,0.325581395348839,1,1,0.0359408033826634,1,1,1,1,1,1,1,1,1,1,1,1,0.45877378435518,1,1,1,0.059196617336152,1,1,0.315010570824525,1,1,1,1,1,1,1,1,1,1,1,1,1,0.152219873150105,0.0951374207188165,0.355179704016912,0.0782241014799161,0.0634249471458769,1,1,1,0.408033826638477,0.446088794926001,1,0.389006342494716,0.236786469344608,1,0.369978858350954,1
"CatA1",0.0550734654869191,0.694951291088401,1,1,0.883684893226673,1,1.42562726914081e-11,1.16654793291733e-05,0.0327426810477658,0.00405846743555994,2.48700767051969e-06,1,1,0.553143253529828,1,1,1,1,NA,1,0.332103455541093,0.698805725987167,0.0426395616891403,1,1,0.000133752989409341,1,0.252080490476198,0.084235502718456,1,0.0519688072416812,0.00277427228707544,0.110378106836533,1,0.325737118431776,6.84463006719913e-08,0.101345259143782,1,1,1,0.667333561517452,1,0.0327426810477658,0.000743662909940814,0.0351296127723508,0.0617041374716993,0.597655472220368,0.00455941306298652,1,1,4.96762428604994e-06,1,1,0.00151521816757517,1,1.07473743406644e-09,9.95946810895894e-06,1,1,1,1,1,0.0413235304666907,0.00744788435313127,0.133748938953178,1,0.454951259650496,1,0.0265222587603386,1,1,1,0.000634961314657266,9.94980104391982e-15,0.616035236515798,0.0499521451706992,2.63673766601925e-06,1,1.36847879808618e-08,1.51272478345745e-14
"CatA2",0.309958075034937,0.501818540151217,0.536209553158706,1,1,0.00422832980972516,0.211756906869244,0.0479807933493389,1,0.223743146880711,1,1,1,1,0.00422832980972516,1,1,1,1,NA,1,0.519582900347583,1,0.00422832980972516,1,1,1,0.54562475364604,1,1,1,1,0.30995807503494,1,1,0.0342924714229405,1,1,1,1,0.0470580857849283,1,1,0.209947325043896,1,1,1,1,0.00422832980972516,1,1,1,1,1,0.00422832980972516,0.00968395026337478,0.226717311068907,1,1,1,1,1,1,1,1,1,0.540975382520512,1,1,1,1,1,0.165979861683448,1,1,0.523632063639949,1,1,0.532823305980579,0.221745440212133
"CatB3",0.0907023672405436,2.0689511690173e-08,2.00797516908369e-08,1,0.218974785965152,1,0.238502291481754,0.137416133886843,1,0.000289445221174933,0.0167562320456497,1,1,1,1,1,1,1,0.332103455541093,1,NA,0.00239352365789195,1,1,1,0.388177141293779,1,0.00229582874082322,1,1,0.469122467283706,1,0.0907023672405436,1,1,0.0520838930058255,0.0880109001049009,1,1,1,0.0305745975278804,1,1,2.40427767945778e-05,0.61444027463302,1,1,1,1,1,0.00227429417248527,1,1,8.09191815292393e-08,1,0.396527054337107,0.244425538388587,1,1,1,1,1,0.151124877127104,0.61444027463302,0.489909219826601,0.670989747753229,4.63168704608308e-07,1,1,1,1,1,0.000575060970161421,1.80433061485853e-05,1,0.00394572531793071,0.016697900732094,1,0.000458873499952204,2.01023060865931e-06
"CatB4",7.42627438019708e-40,0.000447078033653354,1.77125163727885e-88,1,7.5787953480296e-12,0.306553911205074,0.00257152018594197,6.60841194608942e-10,1,1.3364177909448e-35,0.0139231787920209,1,1,1,0.306553911205074,1,1,1,0.698805725987167,0.519582900347583,0.00239352365789195,NA,2.94113802535585e-05,0.306553911205074,1,1.93983967888619e-23,1,1.13476646203961e-29,0.00716902421230479,1,0.00239352365789194,0.106193807640129,1.83157360197895e-10,1,0.00414693093232158,3.69790609353747e-08,4.42669755835448e-12,0.306553911205074,1,1,1.60991585502286e-11,1,1,6.26632632083892e-35,0.386074112059148,0.0627705866038266,0.0116172676493073,2.98691133907222e-05,0.306553911205074,1,1.84171869033178e-15,1,1,1.76695695098774e-81,0.306553911205074,4.15190495097229e-05,7.33896165542253e-09,1,1,1,1,1,1.35003371754931e-12,8.848885225396e-05,1.59408300530479e-06,0.126086310312203,4.79018759908274e-24,0.024290186302339,1.62379046171269e-05,1,1,1,1.99958566647645e-08,2.47650045011601e-13,0.106193807640129,0.00770301913636751,8.92129220175221e-17,1,1.16387525663028e-31,4.5879472425114e-27
"CmlA1",0.0081262407254146,0.000567286781770679,3.25468592035587e-05,1,7.72624774698006e-20,1,0.231987420372513,2.67737429523394e-21,1,1.08898130545915e-05,0.00569248974627022,1,1,1,1,1,0.0613107822410145,0.0613107822410145,0.0426395616891403,1,1,2.94113802535585e-05,NA,1,1,0.0959070300471368,1,2.8030082464579e-12,1.9371593631357e-14,1,1.81307594778751e-16,1,0.042433412964595,0.0613107822410148,0.613591290710555,0.000159624680830345,0.0656128492713755,1,0.0613107822410148,1,0.647885254822717,1,1,7.80210635794117e-06,0.392255701352024,1,1,1.57762851690216e-40,1,0.0613107822410148,2.59890414771361e-11,1,1,7.19475779758546e-06,1,0.341779928842496,0.234019391238053,0.0613107822410148,1,1,1,0.0613107822410148,0.0134655352009453,1,0.000389872964202103,0.000678790864184092,0.161660936333204,2.46965864008659e-15,1.7107443890552e-45,0.0613107822410148,1,1,0.00278034611375066,3.63032025804323e-08,1,1.14140454996637e-06,2.48883747865214e-13,0.118984484179596,1.92824964337387e-09,2.50527458631954e-05
"CmlA5",0.169133192389006,1,1,1,1,0.00211416490486258,1,0.219873150105708,1,0.473572938689218,1,1,1,1,0.00211416490486258,1,1,1,1,0.00422832980972516,1,0.306553911205074,1,NA,1,1,1,1,1,1,1,1,1,1,1,0.186046511627907,1,1,1,1,0.217758985200845,1,1,0.45877378435518,1,1,1,1,0.00211416490486258,1,1,1,1,0.393234672304439,0.00211416490486258,0.0993657505285418,0.120507399577167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.408033826638477,0.446088794926001,1,1,1,1,1,0.471458773784355
"CMY_42",1,0.293868921775899,0.363636363636364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,0.325581395348839,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00211416490486258,1,1,1,1,1,1,1,1,1,1,1,1,1,0.355179704016912,1,1,1,1,1,1,1,1,1,1,1,1,0.471458773784355
"CMY_94",0.00290824891321544,8.12395004114414e-21,9.14971355842709e-20,1,0.000363764891386414,1,0.0456677618543337,0.000208021353356334,1,4.51996233720079e-12,6.80464678128554e-05,1,1,1,1,1,1,1,0.000133752989409341,1,0.388177141293779,1.93983967888619e-23,0.0959070300471368,1,1,NA,1,2.1473054676811e-08,0.630096412059367,1,0.388177141293779,1,0.000421994802276312,1,0.383039041556417,0.000133227904487464,0.00768318805446757,1,1,1,2.33835196907916e-05,1,1,1.72851229056124e-11,0.00129689294714091,1,1,0.0955834503395096,1,1,6.88715539821619e-07,1,1,4.05105649735272e-18,1,0.0145778831262564,0.00561653087683184,1,1,1,1,1,0.0119414675579619,0.155812494497374,0.000696932430287178,0.413933024745627,6.01935236986712e-08,0.0375689731916889,0.0974544630442196,1,1,1,2.81155644691585e-11,9.36610121300383e-13,1,1.09026138244702e-10,6.60956246952538e-06,1,2.57842956848708e-08,2.21723608186668e-14
"CTX_M_1",1,1,0.536209553158706,1,0.375147812376823,1,1,1,1,0.223743146880711,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.105538037051636,1,1,1,1,1,1,1,1,0.292265381445518,1,1,1,0.388459884616763,1,1,0.209947325043896,1,1,1,1,1,1,0.0987745010212494,1,1,0.521786648511124,1,1,1,1,1,1,1,1,1,1,1,1,0.12566739527717,0.1504819579317,0.122953022539149,1,1,1,0.165979861683448,1,1,1,0.417887985093346,1,0.136390511341241,0.500573332855556
"CTX_M_15",3.04509274485713e-14,3.57826586527234e-15,2.30022984421814e-37,1,0.070432752240213,1,3.94714957574854e-05,7.37851612072137e-09,1,0.0310801926303981,0.206181595256522,1,1,1,1,1,1,0.325581395348839,0.252080490476198,0.54562475364604,0.00229582874082322,1.13476646203961e-29,2.8030082464579e-12,1,0.325581395348839,2.1473054676811e-08,0.105538037051636,NA,9.93390619214546e-08,0.325581395348837,1.11897767512686e-07,0.000353113603606273,5.46825042149525e-39,0.325581395348837,6.64506211486197e-05,2.52515201267625e-05,0.010812763992143,1,1,1,1,1,1,0.0180382768361472,0.668127667070811,0.000722716923188789,0.668924564985485,2.66649819413925e-13,1,0.325581395348837,0.344146966775319,1,0.325581395348837,4.81000423559619e-44,1,6.99956013440226e-09,3.43677345857115e-08,0.325581395348837,1,1,1,0.325581395348837,0.00816561978563809,4.5845155109903e-14,0.000344704679941443,0.180224062936997,0.183445536789852,3.20024237276716e-05,8.58001321214715e-13,0.325581395348837,1,1,7.60004378670705e-10,0.0756818297091793,0.101892493759708,5.84716212144583e-10,0.00116840061343247,0.545624753646039,0.0015815156096285,5.08736961243657e-09
"CTX_M_3",0.141533882988781,0.0134401268738537,0.00296650648982307,1,2.52154571636558e-07,1,0.384028879380228,4.60175974562334e-07,1,0.000506160825646629,0.0274572921888272,1,1,1,1,1,1,1,0.084235502718456,1,1,0.00716902421230479,1.9371593631357e-14,1,1,0.630096412059367,1,9.93390619214546e-08,NA,1,1,1,0.141533882988781,1,1,5.90500353603214e-08,0.140662706289393,1,1,1,1,1,1,0.0004253365473847,1,1,1,1.14029283071557e-14,1,1,2.10494829357929e-06,1,1,0.00123021378979924,1,0.379651485971891,0.680653725710842,0.0295983086680761,1,1,1,1,0.239008224087986,0.551985455466884,0.45675202121581,0.380946474727454,0.0235492751412723,6.22251529904736e-08,3.21521682216494e-14,1,1,1,0.00474876425840046,0.000188549461932272,1,0.000375004322758912,4.71866427910201e-08,1,6.41153150932486e-07,0.000132751494428656
"CTX_M_55",1,1,1,1,1,1,1,1,1,0.473572938689218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.325581395348837,1,NA,1,1,1,1,1,1,1,1,1,1,0.217758985200845,1,1,0.45877378435518,1,1,0.0126849894291755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.355179704016912,1,1,1,1,1,1,0.446088794926001,1,1,0.236786469344608,1,0.369978858350954,1
"CTX_M_14",0.0907023672405436,0.171949508149375,0.00812175337473911,1,8.50360840292242e-07,1,0.707300498905573,1.11182229560332e-07,1,0.0805871970361408,0.0167562320456497,1,1,1,1,1,1,0.0359408033826634,0.0519688072416812,1,0.469122467283706,0.00239352365789194,1.81307594778751e-16,1,1,0.388177141293779,1,1.11897767512686e-07,1,1,NA,1,0.0907023672405436,1,1,0.0520838930058255,0.494238599427311,1,1,1,0.547710653023549,1,1,0.0469969421399012,0.61444027463302,1,1,5.948960241047e-19,1,1,1.59054433531093e-05,1,1,0.00391075257840793,1,0.396527054337107,0.244425538388587,1,1,1,1,1,0.151124877127104,0.61444027463302,2.98802663288561e-05,3.98112021299342e-06,7.79804478956725e-05,6.38148542434533e-07,3.37813360480838e-16,0.0359408033826638,1,1,0.323164736975529,1.80433061485853e-05,1,0.00961238009571982,4.10531264999065e-06,1,0.00121660579973305,0.000301870545452316
"CTX_M_16",0.608048929482644,0.000169740739228659,0.0518268445795287,1,0.353917035791214,1,1,0.35612262966328,1,0.0158405660052974,0.205236665982352,1,1,1,1,1,1,1,0.00277427228707544,1,1,0.106193807640129,1,1,1,1,1,0.000353113603606273,1,1,1,NA,0.608048929482644,1,1,0.357666862803974,0.603396579726024,1,1,1,0.355499345617964,1,1,0.0171506446356023,1,1,1,1,1,1,0.10378793422065,1,1,0.0459027357188173,1,1,1,1,1,1,1,1,0.600626380835339,1,0.601600229062901,1,0.000656911358671385,1,1,1,1,1,0.0449464032337097,0.0187533220054506,1,0.0464185839263213,0.206372568318984,1,0.0500976326333595,0.0159917207420489
"CTX_M_27",2.32210359565818e-06,7.426554865486e-10,1.63498484539661e-13,1,4.08817895702606e-06,1,1.23946229160231e-14,1.27584561278231e-06,1,1,0.0304141294868468,1,1,0.524666878357851,1,1,1,1,0.110378106836533,0.30995807503494,0.0907023672405436,1.83157360197895e-10,0.042433412964595,1,1,0.000421994802276312,1,5.46825042149525e-39,0.141533882988781,1,0.0907023672405436,0.608048929482644,NA,1,0.0864976008911748,5.83163094163228e-09,7.61475658406827e-05,1,1,1,0.0262812036592805,1,1,1,0.282846058936813,3.84257518113847e-06,0.595638107662138,0.00778070340570604,1,1,5.4222805336938e-09,1,1,1.98096329154673e-15,1,2.96078573327621e-22,1.73266165086507e-05,1,1,1,1,1,0.000208708197635976,0.100978592833961,0.0157087581675242,0.00285241496315378,4.5677252900517e-12,0.0112893186692464,0.0421701292305969,1,1,1,2.06655064726973e-29,0.21751110232582,0.608048929482644,2.95566589662913e-11,0.000279581474801373,1,7.74898713303578e-10,0.219663773856407
"CTX_M_65",1,1,1,1,0.209302325581395,1,1,0.219873150105708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0613107822410148,1,1,1,1,0.325581395348837,1,1,1,1,1,NA,1,0.186046511627907,1,1,1,1,0.217758985200845,1,1,1,1,1,1,0.059196617336152,1,0.00211416490486258,1,1,1,1,1,1,1,1,1,1,1,0.00211416490486258,1,0.0549682875264274,0.152219873150105,1,1,1,0.0634249471458769,1,1,1,1,1,1,1,1,0.00422832980972516,0.369978858350954,0.471458773784355
